district_name,state,flood_risk_level,flood_risk_score,corrected_percent_flooded_area,percent_flooded_area,permanent_water_percent,total_flood_events,total_flood_duration_days,avg_flood_duration_days,max_flood_duration_days,total_human_fatalities,avg_human_fatalities_per_event,max_human_fatalities_single_event,total_human_injured,total_human_displaced,total_animal_fatalities,monsoon_flood_events,heavy_rain_flood_events,recent_flood_events_2010_2023,has_historical_flood_record,has_detailed_rainfall_data,actual_rainfall_sw_monsoon_mm,normal_rainfall_sw_monsoon_mm,sw_monsoon_departure_percent,actual_rainfall_ne_monsoon_mm,normal_rainfall_ne_monsoon_mm,ne_monsoon_departure_percent,actual_rainfall_winter_mm,normal_rainfall_winter_mm,actual_rainfall_hot_weather_mm,normal_rainfall_hot_weather_mm,total_actual_rainfall_mm,total_normal_rainfall_mm,annual_rainfall_departure_percent,monsoon_intensity_ratio
Kolasib,Mizoram,Moderate,26.88,1.584069279,1.964392845,0.380323566,6.0,23.0,3.8333333333333335,17.0,58.0,9.666666666666666,25.0,0.0,0.0,0.0,3.0,4.0,0.0,1,0,,,,,,,,,,,,,,
Kolhapur,Maharashtra,High,46.87,0.792546096,1.531674907,0.739128811,54.0,195.0,3.611111111111111,14.0,2534.0,46.925925925925924,917.0,136.0,12.0,41611.0,46.0,44.0,22.0,1,0,,,,,,,,,,,,,,
Kolkata,West Bengal,High,50.12,1.85061619,12.06523072,10.21461453,73.0,249.0,3.410958904109589,61.0,1827.0,25.027397260273972,1258.0,105.0,0.0,3065.0,67.0,69.0,7.0,1,0,,,,,,,,,,,,,,
Kollam,Kerala,High,49.47,0.007181482,2.689873614,2.697055096,95.0,498.0,5.242105263157895,34.0,1304.0,13.726315789473684,339.0,368.0,12.0,847210.0,80.0,86.0,30.0,1,0,,,,,,,,,,,,,,
Kondagaon,Unknown,Low,1.83,1.078482579,1.123981488,0.045498909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,
Koppal,Karnataka,High,42.69,0.500672586,1.056602421,0.555929835,25.0,282.0,11.28,31.0,1224.0,48.96,308.0,54.0,0.0,9215.0,19.0,20.0,12.0,1,0,,,,,,,,,,,,,,
Koraput,Odisha,High,49.11,0.185330259,1.383903026,1.198572767,45.0,800.0,17.77777777777778,365.0,3122.0,69.37777777777778,1025.0,8.0,2.0,57327.0,41.0,17.0,13.0,1,0,,,,,,,,,,,,,,
Korba,Chhattisgarh,Low,14.9,0.310367455,1.961395836,1.651028381,3.0,5.0,1.6666666666666667,3.0,6.0,2.0,6.0,2.0,0.0,0.0,3.0,3.0,3.0,1,0,,,,,,,,,,,,,,
Koriya,Unknown,Low,0.81,0.478767784,0.581343442,0.102575658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,
Kota,Rajasthan,High,51.77,2.379646678,2.883610805,0.503964127,51.0,622.0,12.196078431372548,365.0,1772.0,34.745098039215684,581.0,1065.0,1.0,284061.0,50.0,36.0,11.0,1,0,,,,,,,,,,,,,,
Kottayam,Kerala,High,52.47,1.520735488,3.699266664,2.178531176,102.0,518.0,5.078431372549019,34.0,1318.0,12.92156862745098,339.0,486.0,25.0,847210.0,88.0,91.0,42.0,1,0,,,,,,,,,,,,,,
Kozhikode,Kerala,High,51.73,0.801183224,1.40055533,0.599372106,113.0,514.0,4.548672566371682,34.0,1340.0,11.858407079646017,339.0,406.0,49.0,854210.0,91.0,105.0,39.0,1,0,,,,,,,,,,,,,,
Kra Daadi,Arunachal Pradesh,High,39.52,1.837849659,1.846265574,0.008415915,22.0,103.0,4.681818181818182,17.0,325.0,14.772727272727273,268.0,32.0,2.0,16.0,19.0,14.0,9.0,1,0,,,,,,,,,,,,,,
Krishna,Andhra Pradesh,High,45.92,0.709710375,4.604283716,3.894573341,38.0,316.0,8.31578947368421,38.0,1869.0,49.18421052631579,338.0,9.0,0.0,100249.0,36.0,27.0,10.0,1,0,,,,,,,,,,,,,,
Krishnagiri,Tamil Nadu,High,38.63,0.86428335,1.019903242,0.155619892,18.0,113.0,6.277777777777778,16.0,747.0,41.5,177.0,156.0,0.0,9188.0,16.0,16.0,11.0,1,1,525.1,399.0,31.6,329.7,289.4,13.93,1.3,10.7,163.8,151.6,1019.9,850.7,19.89,0.8381
Kulgam,Jammu and Kashmir,High,37.51,0.022991182,0.367091191,0.344100009,17.0,110.0,6.470588235294118,22.0,1083.0,63.705882352941174,350.0,68.0,0.0,13685.0,12.0,6.0,4.0,1,0,,,,,,,,,,,,,,
Kullu,Himachal Pradesh,High,48.57,0.216410933,0.26843604,0.052025107,96.0,369.0,3.84375,99.0,965.0,10.052083333333334,151.0,283.0,9.0,18100.0,89.0,82.0,36.0,1,0,,,,,,,,,,,,,,
Kumuram Bheem Asifabad,Telangana,Moderate,25.91,1.134922452,1.762360552,0.6274381,5.0,32.0,6.4,21.0,47.0,9.4,44.0,0.0,0.0,300.0,5.0,3.0,3.0,1,0,,,,,,,,,,,,,,
Kupwara,Jammu and Kashmir,High,39.52,0.51995716,0.534056594,0.014099434,23.0,117.0,5.086956521739131,22.0,896.0,38.95652173913044,350.0,8.0,0.0,11185.0,19.0,13.0,8.0,1,0,,,,,,,,,,,,,,
Kurnool,Andhra Pradesh,High,43.43,0.289107666,0.793739864,0.504632198,34.0,239.0,7.029411764705882,31.0,1354.0,39.8235294117647,338.0,435.0,0.0,95804.0,32.0,23.0,8.0,1,0,,,,,,,,,,,,,,
Kurukshetra,Haryana,High,45.09,5.501219071,5.505038063,0.003818992,21.0,138.0,6.571428571428571,30.0,158.0,7.523809523809524,64.0,8.0,0.0,0.0,19.0,12.0,2.0,1,0,,,,,,,,,,,,,,
Kurung Kumey,Arunachal Pradesh,High,38.14,0.555974167,0.581168345,0.025194178,25.0,110.0,4.4,17.0,335.0,13.4,268.0,33.0,3.0,16.0,17.0,17.0,12.0,1,0,,,,,,,,,,,,,,
Kushinagar,Uttar Pradesh,High,53.55,4.208451529,4.446808531,0.238357002,28.0,704.0,25.142857142857142,365.0,3289.0,117.46428571428571,1025.0,0.0,0.0,4032.0,26.0,14.0,6.0,1,0,,,,,,,,,,,,,,
Lahul and Spiti,Himachal Pradesh,High,42.6,0.011872748,0.310107104,0.321979852,41.0,247.0,6.024390243902439,99.0,627.0,15.292682926829269,151.0,16.0,7.0,18119.0,39.0,35.0,10.0,1,0,,,,,,,,,,,,,,
Lakhimpur,Assam,Very High,82.65,14.44869666,15.4979388,1.049242136,218.0,1867.0,8.564220183486238,93.0,3090.0,14.174311926605505,268.0,245.0,0.0,10938155.0,185.0,106.0,128.0,1,0,,,,,,,,,,,,,,
Lakhisarai,Bihar,Very High,69.12,12.08953008,12.2823616,0.192831525,36.0,915.0,25.416666666666668,365.0,4198.0,116.61111111111111,1025.0,0.0,0.0,755.0,33.0,13.0,7.0,1,0,,,,,,,,,,,,,,
Lakshadweep,Unknown,Low,6.77,4.0,17.42627711,13.42627711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,
Lalitpur,Uttar Pradesh,High,46.15,0.008823081,1.497263878,1.506086959,27.0,685.0,25.37037037037037,365.0,3177.0,117.66666666666667,1025.0,23.0,0.0,3964.0,24.0,13.0,5.0,1,0,,,,,,,,,,,,,,
Latehar,Jharkhand,Low,14.29,0.545231273,0.573164859,0.027933586,2.0,3.0,1.5,2.0,15.0,7.5,15.0,0.0,0.0,0.0,2.0,2.0,0.0,1,0,,,,,,,,,,,,,,
Latur,Maharashtra,High,42.62,0.209045748,0.559348532,0.350302784,44.0,170.0,3.8636363636363638,14.0,777.0,17.65909090909091,149.0,73.0,0.0,2344.0,37.0,33.0,20.0,1,0,,,,,,,,,,,,,,
Lawngtlai,Mizoram,Moderate,29.78,2.792338513,2.814060532,0.021722019,7.0,24.0,3.4285714285714284,17.0,63.0,9.0,25.0,2.0,0.0,0.0,3.0,5.0,0.0,1,0,,,,,,,,,,,,,,
Leh,Unknown,Low,0.03,0.018275039,0.46868104,0.486956079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,
Lepa Rada,Arunachal Pradesh,High,35.22,0.870628148,0.870628148,0.0,15.0,73.0,4.866666666666666,17.0,307.0,20.466666666666665,268.0,31.0,0.0,16.0,12.0,9.0,2.0,1,0,,,,,,,,,,,,,,
Lohardaga,Jharkhand,Moderate,22.92,0.791528779,0.868753763,0.077224984,5.0,12.0,2.4,4.0,49.0,9.8,17.0,0.0,0.0,0.0,5.0,4.0,2.0,1,0,,,,,,,,,,,,,,
Lohit,Arunachal Pradesh,High,44.82,2.147551477,2.719050727,0.57149925,38.0,240.0,6.315789473684211,62.0,348.0,9.157894736842104,268.0,31.0,2.0,122.0,28.0,26.0,10.0,1,0,,,,,,,,,,,,,,
Longding,Arunachal Pradesh,High,36.87,0.638916752,0.638916752,0.0,20.0,96.0,4.8,17.0,322.0,16.1,268.0,31.0,2.0,16.0,17.0,15.0,7.0,1,0,,,,,,,,,,,,,,
Longleng,Nagaland,Low,14.67,2.837540944,2.847941427,0.010400483,1.0,7.0,7.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,,,,,,,,,,,,,,
Lower Dibang Valley,Arunachal Pradesh,High,38.97,1.397900013,1.560368914,0.162468901,23.0,101.0,4.391304347826087,17.0,334.0,14.521739130434783,268.0,31.0,2.0,48.0,18.0,17.0,10.0,1,0,,,,,,,,,,,,,,
Lower Siang,Arunachal Pradesh,High,38.47,2.171988688,2.214148435,0.042159747,17.0,86.0,5.0588235294117645,17.0,322.0,18.941176470588236,268.0,31.0,2.0,16.0,14.0,12.0,4.0,1,0,,,,,,,,,,,,,,
Lower Subansiri,Arunachal Pradesh,Low,12.52,0.829376579,0.836132857,0.006756278,1.0,1.0,1.0,1.0,37.0,37.0,37.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,,,,,,,,,,,,,,
Lucknow,Uttar Pradesh,High,54.01,1.989261918,1.996226278,0.00696436,52.0,887.0,17.057692307692307,365.0,5431.0,104.4423076923077,1313.0,30.0,0.0,9731.0,44.0,28.0,14.0,1,0,,,,,,,,,,,,,,
Ludhiana,Punjab,High,51.11,4.779332462,4.786805709,0.007473247,38.0,256.0,6.7368421052631575,38.0,941.0,24.763157894736842,320.0,12.0,0.0,6751.0,30.0,25.0,8.0,1,0,,,,,,,,,,,,,,
Lunglei,Mizoram,Moderate,30.58,2.66098121,2.6734292,0.01244799,8.0,29.0,3.625,17.0,63.0,7.875,25.0,0.0,0.0,0.0,5.0,6.0,1.0,1,0,,,,,,,,,,,,,,
Madhepura,Bihar,High,56.97,3.907767989,3.91579591,0.008027921,45.0,1083.0,24.066666666666666,365.0,4915.0,109.22222222222223,1025.0,0.0,0.0,2771.0,42.0,17.0,10.0,1,0,,,,,,,,,,,,,,
Madhubani,Bihar,High,59.1,3.746869093,3.784620529,0.037751436,67.0,1277.0,19.059701492537314,365.0,5430.0,81.04477611940298,1025.0,104.0,0.0,1005.0,63.0,24.0,15.0,1,0,,,,,,,,,,,,,,
Madurai,Tamil Nadu,High,40.3,1.012920862,1.022103303,0.009182441,21.0,143.0,6.809523809523809,16.0,807.0,38.42857142857143,177.0,208.0,0.0,4096.0,18.0,16.0,7.0,1,1,407.4,335.9,21.29,286.5,419.1,-31.64,6.5,28.1,175.5,144.8,875.9,927.9,-5.6,0.7922
Mahabubabad,Telangana,Moderate,26.11,0.247662044,0.514342184,0.26668014,6.0,47.0,7.833333333333333,21.0,47.0,7.833333333333333,44.0,0.0,0.0,300.0,6.0,4.0,4.0,1,0,,,,,,,,,,,,,,
Mahabubnagar,Andhra Pradesh,High,37.89,0.416806629,0.520380467,0.103573838,22.0,120.0,5.454545454545454,38.0,407.0,18.5,109.0,6.0,0.0,6531.0,21.0,18.0,11.0,1,0,,,,,,,,,,,,,,
Mahasamund,Chhattisgarh,Moderate,21.22,0.627540566,0.960933082,0.333392516,4.0,17.0,4.25,6.0,20.0,5.0,6.0,115.0,0.0,0.0,4.0,4.0,4.0,1,0,,,,,,,,,,,,,,
Mahe,Puducherry,Low,9.12,0.243893199,1.6545,1.410606801,1.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,,,,,,,,,,,,,,
Mahendragarh,Haryana,Moderate,30.64,0.561660955,0.562223928,0.000562973,11.0,78.0,7.090909090909091,30.0,53.0,4.818181818181818,51.0,8.0,0.0,0.0,10.0,7.0,0.0,1,0,,,,,,,,,,,,,,
Mahesana,Gujarat,High,44.23,0.691706976,0.776246826,0.08453985,21.0,551.0,26.238095238095237,122.0,1382.0,65.80952380952381,288.0,43.0,0.0,17890.0,20.0,11.0,7.0,1,0,,,,,,,,,,,,,,
Mahisagar,Gujarat,High,40.82,0.698306974,2.501932587,1.803625613,14.0,346.0,24.714285714285715,122.0,1068.0,76.28571428571429,288.0,36.0,2.0,17656.0,13.0,7.0,6.0,1,0,,,,,,,,,,,,,,
Mahoba,Uttar Pradesh,High,46.34,0.238187011,0.539052412,0.300865401,26.0,679.0,26.115384615384617,365.0,3170.0,121.92307692307692,1025.0,10.0,0.0,3956.0,24.0,13.0,5.0,1,0,,,,,,,,,,,,,,
Mahrajganj,Uttar Pradesh,High,51.59,3.253620339,3.336576576,0.082956237,26.0,701.0,26.96153846153846,365.0,3280.0,126.15384615384616,1025.0,0.0,0.0,4032.0,23.0,12.0,4.0,1,0,,,,,,,,,,,,,,
Mainpuri,Uttar Pradesh,High,53.69,3.043030701,3.043030701,0.0,34.0,815.0,23.970588235294116,365.0,5496.0,161.64705882352942,1313.0,23.0,0.0,10159.0,31.0,16.0,7.0,1,0,,,,,,,,,,,,,,
Majuli,Assam,Very High,64.22,8.241462489,13.12975694,4.888294451,75.0,817.0,10.893333333333333,93.0,1834.0,24.453333333333333,268.0,49.0,0.0,10138015.0,60.0,53.0,56.0,1,0,,,,,,,,,,,,,,
Malappuram,Kerala,High,52.52,1.678503228,1.938819937,0.260316709,97.0,522.0,5.381443298969073,34.0,1309.0,13.494845360824742,339.0,437.0,40.0,847210.0,84.0,85.0,43.0,1,0,,,,,,,,,,,,,,
Maldah,West Bengal,High,58.75,9.357035639,11.77624381,2.419208171,17.0,635.0,37.35294117647059,365.0,1749.0,102.88235294117646,1025.0,0.0,0.0,104.0,15.0,3.0,2.0,1,0,,,,,,,,,,,,,,
Malkangiri,Odisha,High,44.47,0.073061589,1.711137196,1.784198785,23.0,674.0,29.304347826086957,365.0,1710.0,74.34782608695652,1025.0,0.0,0.0,57327.0,20.0,6.0,7.0,1,0,,,,,,,,,,,,,,
Mamit,Mizoram,Moderate,27.26,1.381857077,1.381857077,0.0,7.0,24.0,3.4285714285714284,17.0,58.0,8.285714285714286,25.0,0.0,0.0,0.0,3.0,5.0,1.0,1,0,,,,,,,,,,,,,,
Mancherial,Telangana,Moderate,24.12,1.336662971,2.37206874,1.035405769,3.0,30.0,10.0,21.0,44.0,14.666666666666666,44.0,0.0,0.0,300.0,3.0,1.0,1.0,1,0,,,,,,,,,,,,,,
Mandi,Himachal Pradesh,High,48.89,0.736416396,0.910437082,0.174020686,89.0,379.0,4.258426966292135,99.0,812.0,9.123595505617978,151.0,62.0,4.0,18325.0,82.0,77.0,44.0,1,0,,,,,,,,,,,,,,
Mandla,Madhya Pradesh,High,35.42,0.665550482,1.57739714,0.911846658,15.0,110.0,7.333333333333333,14.0,223.0,14.866666666666667,90.0,0.0,0.0,2000.0,14.0,8.0,2.0,1,0,,,,,,,,,,,,,,
Mandsaur,Madhya Pradesh,High,36.09,0.035767514,1.435703116,1.47147063,19.0,98.0,5.157894736842105,14.0,410.0,21.57894736842105,158.0,3.0,0.0,2000.0,17.0,14.0,3.0,1,0,,,,,,,,,,,,,,
Mandya,Karnataka,High,44.32,1.416125561,2.146957544,0.730831983,30.0,288.0,9.6,31.0,763.0,25.433333333333334,198.0,43.0,0.0,13390.0,23.0,23.0,11.0,1,0,,,,,,,,,,,,,,
Mansa,Punjab,High,44.76,2.759157184,2.763547618,0.004390434,29.0,154.0,5.310344827586207,26.0,752.0,25.93103448275862,320.0,6.0,0.0,6293.0,23.0,20.0,6.0,1,0,,,,,,,,,,,,,,
Mathura,Uttar Pradesh,High,56.9,4.807455013,4.807455013,0.0,36.0,820.0,22.77777777777778,365.0,5356.0,148.77777777777777,1313.0,47.0,0.0,10173.0,34.0,18.0,9.0,1,0,,,,,,,,,,,,,,
Mau,Uttar Pradesh,High,54.3,4.546093825,4.820667589,0.274573764,29.0,696.0,24.0,365.0,3387.0,116.79310344827586,1025.0,0.0,0.0,4033.0,27.0,14.0,6.0,1,0,,,,,,,,,,,,,,
Mayurbhanj,Odisha,High,47.75,1.104038704,1.289395367,0.185356663,31.0,716.0,23.096774193548388,365.0,1768.0,57.03225806451613,1025.0,2.0,0.0,56049.0,27.0,9.0,7.0,1,0,,,,,,,,,,,,,,
Medak,Telangana,High,39.89,0.908345993,1.038975884,0.130629891,19.0,265.0,13.947368421052632,107.0,343.0,18.05263157894737,68.0,12.0,0.0,7379.0,16.0,13.0,11.0,1,0,,,,,,,,,,,,,,
Medchal Malkajgiri,Telangana,Moderate,26.34,0.230626522,0.338814937,0.108188415,4.0,61.0,15.25,30.0,93.0,23.25,49.0,9.0,0.0,7033.0,4.0,2.0,2.0,1,0,,,,,,,,,,,,,,
Medinipur West,Unknown,Low,13.23,7.812547948,7.838525951,0.025978003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,
Meerut,Uttar Pradesh,High,54.49,3.276470073,3.284379909,0.007909836,38.0,797.0,20.973684210526315,365.0,5379.0,141.55263157894737,1025.0,55.0,0.0,8215.0,36.0,17.0,6.0,1,0,,,,,,,,,,,,,,
Mirpur,Jammu and Kashmir,High,36.3,0.33730821,2.033481738,1.696173528,13.0,100.0,7.6923076923076925,22.0,883.0,67.92307692307692,350.0,5.0,0.0,11185.0,10.0,3.0,0.0,1,0,,,,,,,,,,,,,,
Mirzapur,Uttar Pradesh,High,55.13,2.685205968,4.158753681,1.473547713,47.0,964.0,20.51063829787234,365.0,6029.0,128.27659574468086,1313.0,0.0,0.0,10150.0,44.0,23.0,13.0,1,0,,,,,,,,,,,,,,
Moga,Punjab,High,44.03,2.73145838,2.73145838,0.0,28.0,176.0,6.285714285714286,30.0,443.0,15.821428571428571,268.0,12.0,0.0,14.0,21.0,20.0,8.0,1,0,,,,,,,,,,,,,,
Mokokchung,Nagaland,Low,11.9,1.200974196,1.200974196,0.0,1.0,7.0,7.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,,,,,,,,,,,,,,
Mon,Nagaland,Low,14.51,2.741637225,2.746283665,0.00464644,1.0,7.0,7.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,,,,,,,,,,,,,,
Moradabad,Uttar Pradesh,High,55.48,3.838687956,3.838687956,0.0,37.0,799.0,21.594594594594593,365.0,5906.0,159.6216216216216,1313.0,7.0,0.0,10046.0,36.0,15.0,4.0,1,0,,,,,,,,,,,,,,
Morbi,Gujarat,High,43.86,0.192014618,0.897578925,1.089593543,25.0,525.0,21.0,122.0,1252.0,50.08,288.0,47.0,0.0,26929.0,24.0,16.0,10.0,1,0,,,,,,,,,,,,,,
Morena,Madhya Pradesh,High,39.64,2.658013204,3.024035354,0.36602215,18.0,95.0,5.277777777777778,14.0,292.0,16.22222222222222,90.0,0.0,0.0,2045.0,17.0,10.0,4.0,1,0,,,,,,,,,,,,,,
Morigaon,Unknown,Moderate,22.84,13.48924998,15.71118817,2.221938191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,
Mulugu,Telangana,Moderate,28.78,2.25270259,2.920152054,0.667449464,5.0,40.0,8.0,21.0,60.0,12.0,44.0,0.0,0.0,300.0,4.0,3.0,3.0,1,0,,,,,,,,,,,,,,
Mumbai,Unknown,High,55.19,0.001000003,0.013175876,0.012175873,201.0,604.0,3.0049751243781095,79.0,3835.0,19.079601990049753,917.0,936.0,0.0,21667.0,193.0,189.0,62.0,1,0,,,,,,,,,,,,,,
Mumbai Suburban,Maharashtra,High,55.19,0.000997242,0.915654785,0.914657543,201.0,604.0,3.0049751243781095,79.0,3835.0,19.079601990049753,917.0,936.0,0.0,21667.0,193.0,189.0,62.0,1,0,,,,,,,,,,,,,,
Mungeli,Chhattisgarh,Moderate,15.9,1.835241434,2.354397777,0.519156343,2.0,4.0,2.0,3.0,7.0,3.5,6.0,4.0,0.0,0.0,2.0,2.0,2.0,1,0,,,,,,,,,,,,,,
Munger,Bihar,Very High,74.0,13.73832054,15.77841256,2.040092021,51.0,1086.0,21.294117647058822,365.0,4388.0,86.03921568627452,1025.0,12.0,0.0,7159.0,49.0,15.0,7.0,1,0,,,,,,,,,,,,,,
Murshidabad,West Bengal,Very High,67.27,10.40453429,11.63868869,1.234154397,45.0,980.0,21.77777777777778,365.0,3781.0,84.02222222222223,1258.0,25.0,0.0,5127.0,43.0,15.0,3.0,1,0,,,,,,,,,,,,,,
Muzaffarabad,Jammu and Kashmir,High,36.45,0.429807163,0.705240174,0.275433011,13.0,100.0,7.6923076923076925,22.0,883.0,67.92307692307692,350.0,5.0,0.0,11185.0,10.0,3.0,0.0,1,0,,,,,,,,,,,,,,
Muzaffarnagar,Uttar Pradesh,High,52.2,1.48110915,1.484914141,0.003804991,42.0,873.0,20.785714285714285,365.0,5596.0,133.23809523809524,1313.0,59.0,0.0,13053.0,41.0,21.0,9.0,1,0,,,,,,,,,,,,,,
Muzaffarpur,Bihar,Very High,72.18,11.7588689,11.95012947,0.19126057,63.0,1215.0,19.285714285714285,365.0,5188.0,82.34920634920636,1025.0,118.0,0.0,1040.0,60.0,22.0,12.0,1,0,,,,,,,,,,,,,,
Mysuru,Karnataka,High,46.0,0.377930553,1.66900183,1.291071277,51.0,397.0,7.784313725490196,31.0,866.0,16.980392156862745,198.0,59.0,50.0,14404.0,35.0,43.0,19.0,1,0,,,,,,,,,,,,,,
Nabarangapur,Unknown,Low,0.74,0.435588956,0.945022433,0.509433477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,
Nadia,West Bengal,Very High,65.26,9.926747682,10.67147424,0.744726558,37.0,900.0,24.324324324324323,365.0,3569.0,96.45945945945945,1258.0,17.0,0.0,3849.0,35.0,14.0,4.0,1,0,,,,,,,,,,,,,,
Nagaon,Assam,Very High,79.0,13.41948919,13.62634202,0.20685283,178.0,1481.0,8.320224719101123,93.0,2481.0,13.938202247191011,268.0,66.0,3.0,10763912.0,136.0,109.0,123.0,1,0,,,,,,,,,,,,,,
Nagapattinam,Tamil Nadu,High,54.57,8.469795512,12.49792911,4.028133598,27.0,165.0,6.111111111111111,23.0,884.0,32.74074074074074,177.0,157.0,0.0,3170.0,26.0,22.0,5.0,1,1,299.0,286.1,4.51,1132.3,941.0,20.33,78.8,85.7,19.7,80.5,1529.8,1393.3,9.8,0.9356
Nagarkurnool,Telangana,Moderate,24.03,1.284959401,2.158570923,0.873611522,3.0,30.0,10.0,21.0,44.0,14.666666666666666,44.0,0.0,0.0,300.0,3.0,1.0,1.0,1,0,,,,,,,,,,,,,,
Nagaur,Rajasthan,High,41.13,0.313542369,0.318324761,0.004782392,20.0,477.0,23.85,365.0,453.0,22.65,90.0,0.0,0.0,586.0,19.0,10.0,6.0,1,0,,,,,,,,,,,,,,
Nagpur,Maharashtra,High,57.23,0.398261272,1.535057736,1.136796464,177.0,1188.0,6.711864406779661,365.0,4219.0,23.836158192090394,1025.0,243.0,0.0,234115.0,150.0,143.0,70.0,1,0,,,,,,,,,,,,,,
Nainital,Uttarakhand,High,35.81,0.749324062,0.775389314,0.026065252,18.0,55.0,3.0555555555555554,14.0,481.0,26.72222222222222,130.0,28.0,5.0,25.0,18.0,15.0,3.0,1,0,,,,,,,,,,,,,,
Nalanda,Bihar,Very High,79.1,17.24872994,17.26579914,0.017069197,44.0,1021.0,23.204545454545453,365.0,4345.0,98.75,1025.0,4.0,0.0,755.0,40.0,14.0,8.0,1,0,,,,,,,,,,,,,,
Nalbari,Assam,Very High,66.11,6.588557735,8.823179287,2.234621552,136.0,1395.0,10.257352941176471,93.0,2577.0,18.948529411764707,268.0,49.0,0.0,10114656.0,111.0,74.0,79.0,1,0,,,,,,,,,,,,,,
Nalgonda,Andhra Pradesh,High,38.59,0.010832661,1.110181564,1.121014225,20.0,166.0,8.3,31.0,715.0,35.75,226.0,19.0,0.0,14791.0,19.0,13.0,10.0,1,0,,,,,,,,,,,,,,
Namakkal,Tamil Nadu,High,36.02,0.389540051,0.411626715,0.022086664,13.0,98.0,7.538461538461538,16.0,732.0,56.30769230769231,177.0,156.0,0.0,3998.0,12.0,11.0,4.0,1,1,379.1,339.3,11.73,256.5,291.6,-12.04,26.8,13.9,183.4,148.6,845.8,793.4,6.6,0.7515
Namsai,Arunachal Pradesh,High,41.48,3.783292115,4.082402322,0.299110207,18.0,87.0,4.833333333333333,17.0,322.0,17.88888888888889,268.0,31.0,2.0,16.0,15.0,12.0,5.0,1,0,,,,,,,,,,,,,,
Nanded,Maharashtra,High,49.03,1.150372003,1.586913636,0.436541633,66.0,244.0,3.696969696969697,21.0,2620.0,39.696969696969695,917.0,132.0,0.0,41128.0,57.0,52.0,29.0,1,0,,,,,,,,,,,,,,
Nandurbar,Maharashtra,High,37.28,0.830013135,1.936180535,1.1061674,22.0,84.0,3.8181818181818183,14.0,325.0,14.772727272727273,90.0,31.0,0.0,2110.0,21.0,19.0,9.0,1,0,,,,,,,,,,,,,,
Narayanpet,Telangana,Moderate,27.28,0.76899113,1.584991037,0.815999907,7.0,38.0,5.428571428571429,21.0,54.0,7.714285714285714,44.0,0.0,0.0,300.0,7.0,4.0,5.0,1,0,,,,,,,,,,,,,,
Narayanpur,Chhattisgarh,Moderate,15.7,0.572471381,0.591873275,0.019401894,2.0,5.0,2.5,3.0,18.0,9.0,14.0,8.0,0.0,0.0,2.0,2.0,2.0,1,0,,,,,,,,,,,,,,
Narmada,Gujarat,High,46.75,3.114996648,5.679248253,2.564251605,25.0,277.0,11.08,31.0,1010.0,40.4,202.0,11.0,2.0,1913.0,24.0,18.0,12.0,1,0,,,,,,,,,,,,,,
Narsimhapur,Madhya Pradesh,High,36.65,1.976709412,2.214872889,0.238163477,13.0,91.0,7.0,14.0,241.0,18.53846153846154,90.0,0.0,0.0,2654.0,12.0,5.0,1.0,1,0,,,,,,,,,,,,,,
Nashik,Maharashtra,High,46.46,0.009474396,0.73876734,0.729292944,86.0,234.0,2.7209302325581395,14.0,934.0,10.86046511627907,149.0,128.0,4.0,2103.0,69.0,78.0,32.0,1,0,,,,,,,,,,,,,,
Navsari,Gujarat,High,48.94,2.26353903,2.899986996,0.636447966,30.0,620.0,20.666666666666668,122.0,1520.0,50.666666666666664,288.0,69.0,0.0,18676.0,27.0,22.0,16.0,1,0,,,,,,,,,,,,,,
Nawada,Bihar,High,51.94,1.761243108,1.840779083,0.079535975,38.0,938.0,24.68421052631579,365.0,4216.0,110.94736842105263,1025.0,47.0,0.0,1755.0,35.0,13.0,6.0,1,0,,,,,,,,,,,,,,
